userName;content;score;at
Faris Aldi wardana;dahulu tahun 2017 lama kartu kouta IM3 hidup panjang beli pulsa terus sukses keren sobat terimakasih;5;23/01/2024 06:26
Ranimelita Sari;mntap;4;23/01/2024 06:22
Muhammad Dedi;Kartu babi tiap hari jelek Mulu jaringan nya puki kartu rendahan;1;23/01/2024 06:16
Latifah AdiDealova;m3 emang terbaik;5;23/01/2024 06:15
Pilosi Pilosi;tidak bisa claim kuota yg 1gb aneh;1;23/01/2024 06:12
Muhammad Yusuf;bagus;5;23/01/2024 06:08
Ahmad Nasr;ok;5;23/01/2024 06:08
Iksan Maulana;Tambahkan pembayaran lewat Bank BSI;5;23/01/2024 06:01
Tuan Raden;"Percuma ada hp klo pakai kartu sim sampah seprti indosat. Lu smua operator indosat cuna mkn gaji buta. Bukan di perbaiki malah makin hancur . Jaringan data sering gagal koneksi, sinyal tiba"" hilang...itu trjadi setiap wktu. Bukan setiap hari. Jgn para operator taunya cuma bilang cek restart device doang. Ngk ada beda nya. Seumur hidup . Ngk akan gua pake ini kartu sampah";1;23/01/2024 05:54
Ujank Meiyanto;Lama-lama indosat semakin buruk pelayanan buat main apa aja gak nyaman. Apa lagi pas hujan dn mati listrik gak ada sinyal.;1;23/01/2024 05:54
Agung Widyastoro;Tolonglahh, habis di update malah mau ngisi/scan voucher aja susah banget, mana di cari kaga ketemu-ketemu. Balikin seperti sebelumnya aja, lebih gampang buat scan voucher. Coba dimana letaknya buat scan voucher?;2;23/01/2024 05:41
neng rima;menarik jugaa;5;23/01/2024 05:39
NUR ROHMAN;bagus;5;23/01/2024 05:26
nova ahandi;Signal jelek harga Kouta makin naik ga recommended;1;23/01/2024 05:25
BocahGo gamming;tolol masih ada kuota darurat malah pulsa ikutan di potong.. nanti pas isi ulang di potong lagi.. IM3 makin lama makin nggak jelas gblk...;1;23/01/2024 05:23
thopeeng;telat minum obat ya.....nie penyakitnya kambuh;1;23/01/2024 05:23
Asef Saeful;ok;5;23/01/2024 05:15
Khairil Anwar;mantap;5;23/01/2024 05:14
Reza Widiyanto;Sangat bagus;5;23/01/2024 05:11
Januari 06;Banyak bug,tidak bisa di buka;1;23/01/2024 05:11
Mas Noto;im3 memang pilihan untuk saat ini rekomendasi banget dan untuk pembelian kuota terbilang cukup bagus moga saja banyak promo promo kuota dan sinyal tetap bagus;4;23/01/2024 05:10
Anis Aprianti;memudahkan, goodjob;5;23/01/2024 05:06
Bilal Bihan;sangat puas;4;23/01/2024 04:55
Ahmad Sanawi;sangat baik;5;23/01/2024 04:51
Lili Priansyah (zoei);Bintang 4 dulu iya kak, nanti kalo ada perubahan sinyal bagus baru ganti bintang 5 ??;4;23/01/2024 04:48
Azat Skk;Kebanyakan gangguan nih kartu;1;23/01/2024 04:47
Balia Alkaff;Saya Mantap,Kuota Bulan ini habis.Pindah ke jaringan sebelah...sinyalmu Bosok Sat indosat..;1;23/01/2024 04:45
Ade Ahmad;sangat baik dan membantu sekali;5;23/01/2024 04:39
SULTAN RIMBA;Mudah untuk cek pulsa.;1;23/01/2024 04:37
BINTANG RAGELA;makin lama makin aneh ini provider, jaringan ilang tiba-tiba, harga ga jelas suka berubah-ubah drastis, benerin dong kalau naruh harga juga jangan drastis beda jauh banget antara hari sebelumnya sama hari setelahnya;1;23/01/2024 04:24
Ridho Hd;Jaringan nya goblog;1;23/01/2024 04:18
Rangga Ahmad;indonesia;1;23/01/2024 04:08
Flixend;Gak bisa di buka, padahal data udh hidup dan nomor udh terdaftar di Im3.;1;23/01/2024 03:56
Muhammad Niko;Qaq;5;23/01/2024 03:48
Agus Sobari;good;5;23/01/2024 03:34
Samsung J5prime;bgus;1;23/01/2024 03:25
FIKRI MAULANA;Nyesel saya beli kartu indosat lagi. Makin kesini sinyalnya makin jelek udah gitu sinyalnya suka ilang secara tiba tiba, yabg tadinya 4G tiba tiba ilang rasanya sampai saya ingin berkata kasar;2;23/01/2024 03:18
Ahmad Raya;mantap;2;23/01/2024 03:15
Ajun Rois;baik;1;23/01/2024 03:11
Callysta 18;ok;5;23/01/2024 03:09
Ronyani Royani;Nice;5;23/01/2024 03:08
king moba;baik;5;23/01/2024 02:58
Dafa Febryanto;Sinyal Indosat,tolong min diperbaiki kalo nggak di perbaiki gw nggak bakal lagi pakek kartu Indosat sampe gw mati.;1;23/01/2024 02:50
Adi Wijaya;bagus sekali;5;23/01/2024 02:46
Dede Wahyudin;Puas banget;5;23/01/2024 02:46
Tonti Yarti;sangat bisa membantu;4;23/01/2024 02:44
Muhammad Rendra;sinyal benerin woiiiii;2;23/01/2024 02:39
Yani Suseno;GOOD;5;23/01/2024 02:33
MAS_ DN (DANI);Sinyal burik banget;1;23/01/2024 02:28
Gelas KosongTM;Kenapa aplikasinya tidak bisa dibuka hari ini (23 Januari) padahal sudah diupdate. Masukan untuk myim3 agar jangan pelit kasih bonus kuota internet setiap pelanggan isi pulsa/beli paket data internet (semakin besar nominal pulsa/paket data yang dibeli maka semakin besar bonusnya). Jangan kalah dengan pesaing operator sebelah.;4;23/01/2024 02:25
Rissa Anggara;baik sekali;5;23/01/2024 02:22
Toni Jya;bagi sata kuota 10GB;5;23/01/2024 02:20
Anggi Supriyadi;M3 knpa sie udah harga kuota ga jelas.. rubah2 Mulu beli kuota yg mingguan sinyal susah beli yg seratus ribu ga kek dulu dpt 50 GB Heran;2;23/01/2024 02:20
Yuzan;Maaf yaa cuma bisa kasih bintang 2 soalnya di aplikasi my IM3 enggak ada fitur kunci pulsa nya??.;2;23/01/2024 02:11
sahrul sahrul gan;Makin bagus;1;23/01/2024 02:09
Regitha aulia;good;5;23/01/2024 02:07
Nasya Felia;Top up pulsa via DANA, transaksi berhasil tapi pulsa ga masuk ke nomor tujuan, menghubungi cs im3 tanggapannya sangat tidak baik, jadi malas pake 1m3;1;23/01/2024 02:01
Muhammad erfan Gunawan Erfan Gunawan;bagus banget;5;23/01/2024 01:55
PDL;Aplikasi tidak berfungsi;1;23/01/2024 01:48
Dani ir;Jangan beli IndosatCare lagi sinyal nyo macam taekk;1;23/01/2024 01:46
Jio Melayu;jaringan nya kurang lancar dan tolong jangan lelet dooong.;2;23/01/2024 01:39
Fitria Andriani;Kok makin ksini makin mahal;1;23/01/2024 01:38
Tomket Ngabret;puas;5;23/01/2024 01:16
dede amaliapertiwi;daftar kios blom bisa min;4;23/01/2024 01:09
Kiki Pintar;Kouta mahal dan jaringan jelek;1;23/01/2024 01:03
Asbudi Asbudi ancol;penting;5;23/01/2024 01:01
Willy Rachmat;yah terbaik;5;23/01/2024 00:57
Fikri Bagus;bagus sinyal yah good;5;23/01/2024 00:50
arwid Lisnandar;INDOSAT SEKARANG SEKARANG INI UNTUK DAERAH CIAMIS JAWA BARAT SERING GANGGUAN, DENGAN ALASAN PERBAIKAN,,, HADEUH MULAI GAK JELAS INI...;1;23/01/2024 00:40
Yovani Orlando;Semakin lelet saja nih Indosat, kenapa?;1;23/01/2024 00:39
joe;makin kaco aja,nyesel gw beli paket m3.. lemot bgt,apaan 10/kb..;1;23/01/2024 00:35
Lina Dwi Lestari;Kenapa ya akhir akhir ini, pas saya mau aktifin paket selalu gagal padahal pulsa mencukupi tapi selalu gagal terus kalo lewat apk;2;23/01/2024 00:32
Syakila yp;Gangguan teruss,jelekkkk;1;23/01/2024 00:29
Riki Iki;Kecewa sama jaringan yang suka tiba² ilang padahal awalnya normal² ajh, kuota juga masih ada.;1;23/01/2024 00:25
Wanra Marbun;tidal dapat siyal disetiap tempat;1;23/01/2024 00:25
Yusufhendri Hendri;??????????;5;23/01/2024 00:24
Aldi Aliyandi;puas sangat membantu;5;23/01/2024 00:18
dione kasep;Nyesel mahal2 beli paket sinyal nya jelek parah;1;23/01/2024 00:16
Abdullah Harits;bagus;5;23/01/2024 00:15
Sanudin Sudin;mantap sekali ayo Download;5;23/01/2024 00:11
Muhamad Fiqran;kelog out sendiri mulu;1;23/01/2024 00:11
Steven Wangyi;Makin kesini mahal paket internet Ada promo 1 hari besok nya hilang promonya haduh. Enak yang versi lama;1;23/01/2024 00:07
Sandy Mulyana;Sinyal gk bisa di pake gimana ini, buat cek kuota lewat aplikasi aja susah, Pindah provider aja kalau gini;1;23/01/2024 00:06
Dika Ya;Tolong jaringannya di perbaiki karena suka lemot kaga jls untuk sekarang bintang dua cukup kalo dah bagus tambah bintang lagi????;2;23/01/2024 00:04
Zaki Farhan418;Pepek manaa pulsaaa kuuu.... Aku beruu belikk semalamm ... 10 rb tinggal 2 rb kemanaa pulsaaa nyaa nggak adak di pakek niatt nyaa mau belikk paket dari situu malahh hilanggg #sama ajj kayak telkomsel kauu gak ada buang nyaa soall nyurik pulsaa;1;22/01/2024 23:58
Just grey;Habis update malah gabisa di buka apk nya. mentok logo doang.;1;22/01/2024 23:58
Siti suryani Yani;asik;5;22/01/2024 23:50
Ananta Saputra;im3 semakin mahal;5;22/01/2024 23:50
Hary Haryanto;good;5;22/01/2024 23:37
Hamka Zahy Leo;Ngga bisa dibuka;4;22/01/2024 23:37
zifa rental audio;ok;2;22/01/2024 23:37
Rifky;Ganguan mulu dah gua beli juga pake uang;1;22/01/2024 23:21
Udin Enda;sangat bagus;5;22/01/2024 23:12
Lost Control;JANGAN MAU PAKE INDOSAT !! JARINGAN GA GUNA. PAKET 100GB 30HARI CUMA KEPAKE 1,5GB SISANYA ANGUS. KARNA LEMOT LEBIH PARAH DARI EDGE, GA GUNA SAMPAH;1;22/01/2024 23:11
Edy Sutrisno;Kuota kok kaya angin.. Cepat amat abis nya heran.. Apa lg beli yg 3 gb. Tiap hari cuma sehari... Buset.. Parah;1;22/01/2024 23:10
Redy alif Redy;"Kenaph M3 sering gangguan beda sama dulu"" bagus M3 knph sekarang sering gangguan ..kalau sering gangguan nanti orang"" pinda . Bos.";5;22/01/2024 23:09
Siti Masyfufah;Very good..;5;22/01/2024 23:09
Edwnafgta;Game Panjat Kuota Gajelas Sistem dadu Gaguna Game Ngabisin Paket Aja Nonton Iklan Niat Nyari paket malah Banyak Abis paket Gadapet apa apa Kalo Ga Niat Bagi Kuota Gausah Sosoan bagi Bagi deh Mending Bikin Orang stress aja Gaguna Lu Bikin Gitu gituan im3 Binatang Yatem;1;22/01/2024 23:04
Sidki Weh;Makin sini bukannya makin nyaman pake m3 malah makin nyesek, woi perbaiki dulu sinyal baru nambah fitur fitur;2;22/01/2024 23:02
Rizal Gitayana;kualitas internet bagus;5;22/01/2024 22:58
Dimas Nayaka;sangat membantu;5;22/01/2024 22:58
Cocom Choci;semoga sinyal semakin membaik;5;22/01/2024 22:58
Roma Dhanil;Ini aplikasi apa sih sebenarnya, gak bisa masuk cuma menuhi memori dan buang2 kuota aja Gak bisa dipakai sama sekali, tolong yang buat aplikasi, buat yang berguna dong??????? Dan CS YANG BERSIFAT KOMPUTER TIDAK BERGUNA SAMA SEKALI. UNTUK APA PERBAHARUI APLIKASI CUMA MENGHABISKAN KUOTA AJA, TETAPI TETAP TIDAK ADA GUNANYA MENDING TIADAKAN AJA APLIKASI INI KITA SUDAH MENGGUNAKAN PERDANA IM3 TETAPI APLIKASI TIDAK SUPPORT UNTUK APA. TOLONGLAH PIHAK TERKAIT UNTUK REVIEW LAGI APLIKASI NYA;1;22/01/2024 22:56
Hamonangan Sinaga;harga lebih murah, kualitas sinyal mantap;5;22/01/2024 22:54
Ketut Gumita;good;5;22/01/2024 22:51
Asran Ran;p .;5;22/01/2024 22:47
Ari Lukman;Gangguan mulu gangguan mulu gimna na si ke kartu Tri aja;1;22/01/2024 22:35
Roup Bin sarda;bagus;5;22/01/2024 21:30
Rachmat dayat;mantap;5;22/01/2024 20:04
frans r Mone;paket gratis;4;22/01/2024 20:01
Adiprajna Kansil;exelent;5;22/01/2024 19:56
Julfan Fan;kenapa saya punya tidak murah;5;22/01/2024 19:53
A Ni;sngat membantu murah dan pokoknya lope2 dech;5;22/01/2024 19:32
Rizal Artika aizan;kenapa paket unlimited 1 bulan internet;2;22/01/2024 19:17
YUDA AB;mantap;5;22/01/2024 19:10
Rahmat 27;Tadinya kasih bintang 5 tapi setelah update saya kasi bintang 1 dulu. banyak harga paket nya mahal2, jaringan tidak stabil, buka aplikasi suka login ulang kembali. Saya pengunna baru Indosat nyesel pake kartu ini kecewa. Dan pengguna baru gabisa transfer pulsa harus nunggu waktu yg sangat lama 181 hari. Tidak seperti kartu yg lain yg sudah aktif kartu 2 hari udh bisa kirim pulsa.;1;22/01/2024 19:05
Ell Syi;sangat puas;5;22/01/2024 19:04
Sekar Indah;terbaik;5;22/01/2024 18:54
Ardi Ansyah;Apk nya sangat bagus;5;22/01/2024 18:38
ilham ruswandi;oks;5;22/01/2024 18:21
Samuel Amita;Kartu idiot ujan kaga lag bngst;1;22/01/2024 18:10
Abil Adel;mantappp im3 sllu di hati;5;22/01/2024 18:02
Plis Booo;Sinyal drop mlu wa cmn bulet doang,apalgi sekarng komentar di sini pun muter doang;1;22/01/2024 17:41
Asis id;Aku turunnin bintang nya soalnya Sinyal lelet banget buka Facebook gak bisa Dan boros banget paketnya internetnya;1;22/01/2024 17:40
yudi;Makin parah nih selalu hilang jaringan nya percuma kuota mahal tapi hilang jaringan nya di jam tertentu;1;22/01/2024 17:40
Saimon Kk;aku suka;5;22/01/2024 17:36
Dika Ramadian;M3 BAGONGG;1;22/01/2024 17:34
Eko Hermawan;Woi jaringanya Kouta masih banyak udah ngeleg aja niat kaga sih jaringanya gw beli mahal mahal loh kualitasnya malah bikin kecewa;1;22/01/2024 17:29
Deni Mintjepangau;makasi;5;22/01/2024 17:28
Suherman Bancin;assalamu'alaikum;5;22/01/2024 17:22
Muhammad Asep;JARINGAN SAMPAh;1;22/01/2024 17:18
Syahban Junior;kartu bagus;5;22/01/2024 17:16
Arzun Safar;Jaringan uda gak kayak dulu lgi.kayak kura2 sinyal nya.parah kali pun;1;22/01/2024 17:07
Eva;Semakin di update aplikasi nya semakin ga bagus,saya baru ngisi paket 12 gb,tiba² hilang begitu sajaa,loading nya terlalu lama,kadang ga konsisten,awalnya saya suka lama lama semakin di update semakin ga bagus,paket saya banyak hilang ntah kemana;1;22/01/2024 17:03
Mu Maruf;mantap;5;22/01/2024 17:01
Sulis Realme;Burukkk;5;22/01/2024 16:58
Luys Irawan;Sering utang pulsa di apk ini tp pulsa nya gak pernah masuk tp ada tagihan nya Konyol bgt rasanya utangnya ada tp hasil nya yg gak ada;2;22/01/2024 16:54
Mar mar;ok;5;22/01/2024 16:48
Muhammad Rajes;Terserah dahhh capekk gua pake indosat.. Sinyal full tinggal di perkotaan.. Download musik 4 MB aja loading nya minta ampunn.. Sebenernya masih banyak keluhan tpi maless ngetik g guna juga kalo gk di perbaiki.. Byee gua pindah ke XL aja.;1;22/01/2024 16:47
Denn.;Gue udah beli pulsa eh malah hilang giliran si aduin malah gk di respon capeee gak kaya telkomsel sama axis yang fast respon;1;22/01/2024 16:46
RASYIKH SETYONUGROHO CUAKKS;Hapus aja sinyal Indosat ga guna lu bikin gw lose streak;1;22/01/2024 16:41
Hoedha Pastie;Terima kasih;5;22/01/2024 16:41
Daniel Priskianto;Aplikasi gampang eror, untuk login saja eror terus, mohon kedepannya di perbaiki lagi;1;22/01/2024 16:19
Rayhan Davis;Kalo kuota gw habis ingetin lah bab*, pulsa gw hangus semua, jadi orang kok nyari untungnya doang;1;22/01/2024 16:05
Salsa Evos;mantap;5;22/01/2024 16:03
Raka Revaldy;Jaringan buruk bangett sumpah ga bohong kalo gw bohong pendiri Indosat bangkrut;1;22/01/2024 16:00
Yuhan Cool;good m3 i like it;5;22/01/2024 15:58
AZHKA ABDURRAHMAN;suka banget pke IM3??????;5;22/01/2024 15:57
Muhamad Dalilan;Suka kelogout sendiri cacat;1;22/01/2024 15:47
Dot Muhammad;Gak guna sih;1;22/01/2024 15:42
Junaedi Harlino;Kecewa berat sama sinyal jaringan Indosat ini, dan performa aplikasi makin tidak berguna fitur game yg tdk seharusnya ada, sangat tdk berguna!!!;1;22/01/2024 15:37
Irsad Anam;Jaringan buruk;1;22/01/2024 15:30
Novi Kasari;Lemot;1;22/01/2024 15:23
Nurul Hayate;good;5;22/01/2024 15:20
Risno Si bintang aries;Cakep??keren;5;22/01/2024 15:20
Neta Pangkalanbun;mantap;5;22/01/2024 15:20
Ahmad Asyari;mantap myIm3;5;22/01/2024 15:17
Sayang Komalasari;ok;5;22/01/2024 15:17
Rahma;Rahmah;2;22/01/2024 15:11
Evan Novaliansyah;bagus cok;5;22/01/2024 15:11
Misbahul munir;bagus;5;22/01/2024 15:06
Nurlella 456;aplikasi tidak bisa digunakan;1;22/01/2024 14:41
B?KM? 25;sinyal m3 buruk sekali,kecewa lah masa engga;1;22/01/2024 14:39
selfirhandy1424;Skali lagi yah buat indosat game panjat kuota, uda iklannya iklan kake zeus, itu dadu angka 1 lu kemanain? Kalo ganiat kasih hadiah GAUSAH KASIH memuakkan tau gak...!!!! Nyesal gw main;1;22/01/2024 14:39
Payah payah;Kenapa ko ada yang aneh kaya di web ??????;2;22/01/2024 14:35
Maulana IskhaQ;sangat bagus;5;22/01/2024 14:25
Panud Rasyid;Panjat kouta gak jelas susah di dapatkan. Gemnya sudah setingan indosat sendiri.kurang puas;1;22/01/2024 14:23
Menang Harus;indosat selalu di hati;4;22/01/2024 14:21
Zikri Uye;Indosat jaringannya dilancarin buat maen ml ngeleh bgt,maen ml ngeleg mlu pke. Indosat g jls gmn si Indosat,harga mahal kualitas jaringan murah;1;22/01/2024 14:14
Esar Rizky;Harga makin mahal, tp kualitas jaringan malah makin buruk. Padahal lokasi di perkotaan eh ttp aja lep lepan, apalagi kalo ujan makin ancur;1;22/01/2024 14:13
Samuji Cah45;Tolang lah perbaiki jaringgan nya biar gk busuk;1;22/01/2024 14:10
Syahroni 13;Memuaskan;5;22/01/2024 14:10
Inyoman Sudana;top;5;22/01/2024 14:08
Aulia Andriansyah;Kuotanya cepet banget habisnya!;1;22/01/2024 14:01
Mugni Sopian;keren;5;22/01/2024 14:00
affi aditiya;Sinyal banyak tapi tetep lemot ga tau knpa ni jaringan apa emang ke gini adminya;1;22/01/2024 14:00
Aufa Zakiy;Gatell, bledog wae c;1;22/01/2024 13:58
Nijar Nijar;Ngadain game ga ikhlas bgt????;2;22/01/2024 13:50
Ade Yani;Aplikasi susah di buka.;1;22/01/2024 13:50
aan dwi;Kenapa semakin kesini makin buruk sinyalnya bukannya makin bagus jadi nyesel isi kuota atau pulsa Indosat jadi pengen ganti kartu aja;1;22/01/2024 13:45
Munir Nirmu;siiip;5;22/01/2024 13:43
VEBRIYAN AGUNG Sesyanto;ok;5;22/01/2024 13:43
Dwi Prasetyo;mantap sinyal selalu on;5;22/01/2024 13:40
Sevia Viniarahma;??;1;22/01/2024 13:30
Wijard Haste;ok;5;22/01/2024 13:28
Hera Gy;seru banget ?;5;22/01/2024 13:27
Azril Azril;makasihh;5;22/01/2024 13:27
Ml malie;jos;5;22/01/2024 13:25
Cueng Gaming;Knapa trouble?;4;22/01/2024 13:23
Akbar GASS SLURR;mantap banget apk myIM3 Bosku;5;22/01/2024 13:21
Renbo gaming;apliksinya sangat membantu;1;22/01/2024 13:18
Didi Iskandar;nice;5;22/01/2024 13:10
Panji Setiawan;ok;5;22/01/2024 13:06
Muhamad Ali;Payah sinyal putus putus terus ga stabil;1;22/01/2024 13:02
Wira Saputra;Sering bngt ngisi pulsa kaga msuk. Pdhal data2 bener smua dari nomer. Notif sudh ada. Tapi pulsa ga masuk2.;1;22/01/2024 13:00
Ekosyamsianto Syamsi;Mau cek kuota malah nggak bisa lewat google juga ngak bisa ko malah gini ya;2;22/01/2024 12:59
vespa sprint;ok;5;22/01/2024 12:53
Put Tri;mau mendaftarkan gak bisa gak dikasih kode otp tolong otp;1;22/01/2024 12:51
Natan Pratama Natan;sangat baik dan ber manfaat;5;22/01/2024 12:45
Wong Kemranjen;ok banget;5;22/01/2024 12:44
Ali Abqary;Padahal saya pengguna baru Tri tapi kenapa dikatakan salah nomor ketika ingin login ke dalam aplikasi? Tolong jangan membuat pengguna baru kecewa terhadap hal kecil seperti ini, terima kasih.;1;22/01/2024 12:44
arga ramadhan;sinyal terparah 2024;1;22/01/2024 12:42
FROST TITAN;Admin tolong lah jaringan nya suka 2G dan suka ganguan terusss kalo gx ganguan udh pasti ak kasih 5 bintang;4;22/01/2024 12:38
Yuni Riana Official;good job;5;22/01/2024 12:36
Daffa Art;Taekk kaga membantu sama sekali;1;22/01/2024 12:33
SOLEH;Tdak bsa lakukan semua metode pembayaran saat membeli paket.;1;22/01/2024 12:32
Filla Aulia;good;1;22/01/2024 12:32
A-bex;kirain di permudah buat beli apa2 ternyata kalah lemot lebih baik manual;1;22/01/2024 12:29
Sagita Boyz;Ok;5;22/01/2024 12:28
Ahmad Irfan;bgus;4;22/01/2024 12:26
Nira Handayani;Sinyal suka ilang ilang. Terkadang aplikasi pun tidak bisa dibuka walau ada sinyal. Mempersulit;1;22/01/2024 12:26
Arif Sudrajat;sangt bgus;5;22/01/2024 12:20
google Mail;Udah aku restart aja masi burik sinyal nya paan dah kartu ini tidak direkomendasikan kalau mau Telkomsel aja biar tidak lag;1;22/01/2024 12:19
Rafli Mavindo;udah ngelag mahal lagi serius jangan pake indosat dh mending pindah ke kartu lain;1;22/01/2024 12:16
Mochamad gofur Gofur;"Maaf ka, ini aplikasi yg baru begini sih. Semangkin diupdet semangkin buruk saja aplikasinya saya isi pulsa sekian tau"" tdk ada tau"" tgl"" 2ribu. Mohon donk dibalikin keaplikasi lama lg ka";1;22/01/2024 12:15
Made Budi Darmawan;mantap;5;22/01/2024 12:15
Ranirahmawati Ranirahmawati;Makin hari makin hilang sinyal nya tidak ada sama sekali susah ada masalah kah?;2;22/01/2024 12:09
Nurani Wulandari;sukses selalu;5;22/01/2024 12:06
Rufi Yati;bagus sinyalnya;1;22/01/2024 12:02
Ulfa;3hari ini sinyal jelek bahkan hilang sama sekali tidak ada,indosat semakin kesini semakin bikin kecewa;1;22/01/2024 11:59
Par pari Par pari;Aplikasi tolo impoin melebihi hangus penukaran ngk bisa tolol;1;22/01/2024 11:56
putra sejagat;ok;5;22/01/2024 11:51
Mr. Rius;Kenapa sekarang paketan unlimited 45GB nggak ada kuota youtube nya,, saya sering beli paketan itu. Jadi males sekarang pakai im3 semenjak paketan unlimited 45GB nya nggak ada buat youtube nya;1;22/01/2024 11:45
Iwaniwan aja;??????;5;22/01/2024 11:43
Salman Css;sinyal nya kuat dan sering dapat voucher gratis;5;22/01/2024 11:39
Devi Rahma;"Ini mau complainya kemana si, apk di update malah bobrok sering logut sendiri tiap mau buka apk harus login lagi dan lemot parah belom lagi eror""nya dan jaringanya juga lemot parah padahal dari dulu ga pernah lemot saya kira mungkin cuma sehari atau dua hari eror ternyata sampek saat ini sudah hampir sebulan masih begini dan dicek manual pun sama aja gabisa sambungan tidak valid tolong dong segera diperbaiki";1;22/01/2024 11:37
Nana NS Supriatna;"Dari segi aplikasi masih perlu perbaikan.Informasi kartu & paket yg kurang detail & cenderung intimidasi cukup menggaggu..misal ""SIM Expiring"" dgn tulisan warna merah..pdhl kartu masih dalam masa aktif. Dari segi fitur sendiri sudah makin kurang asik..misal Masa aktif kartu yg tdk Akumulatif dan Paket internet mulai mahal";2;22/01/2024 11:20
Dimas Pebrian;Sinyal nya buruk,saran mending pakek kartu Telkomsel dan lain lain lebih bagus;1;22/01/2024 11:18
Admin SIP;baik;4;22/01/2024 11:18
Mimi Suliah;ok banget buat im3;5;22/01/2024 11:18
Yusuf Subahri;CS mengecewakan;1;22/01/2024 11:16
bang dudud;13 thn pke telkomsel akhirnya beralih ke im3 krn telkomsel makin ganas jadi lintah darat. Baru setahun ganti ke im3 sdh mulai ikut jd lintah darat di im3 makin mahal jaringan kacau.;1;22/01/2024 11:16
Dihar Mamuju;mantap;5;22/01/2024 11:15
