ï»¿userName,content,at,score
Mhmd Umar,"Saya minta kepada pihak Indosat agar mengembalikan uanga saya , saya sudah membeli paket internet di my im3 tapi gagal sedangkan uang saya di dana ilang sudah masuk pembayaran tapi kaoutanya gagal",10/01/2024 10:04,1
Hriaria779 Ria,bagus,31/01/2024 14:34,5
Jualakun murah,mantab,21/01/2024 09:22,5
agis riyadi,Gajelas banget jaringan nya mau internetan juga susah amat apalagi pake nonton streaming gabisa gajelas banget sumpah ni indosat sampe sekarang juga b elum bener juga ni indosat,24/01/2024 16:58,1
Indra Gunawan,good,17/01/2024 04:29,5
santoso,beli kuota masih sulit,21/01/2024 10:16,4
Jlove Lopex,mantap,11/01/2024 14:00,5
Protama Plus,Payah bengek tuh sinyal,27/01/2024 17:14,1
Tendy Aya,"assalamu'alaikum kenapa ya indosat gak kaya axis banyak bonusnya banyak hadiahnya trus bisa di claim apa cuma Indosat yang super pelit, kasian developer yang gak ada duit orng yang gak mampu axis selalu bagi bagi bonus, im3lagibug nge klaim bonus tapi gda notif ??",27/01/2024 15:05,1
Nofi Nopnop,"Im3 kalo ada keluhan di prosesnya suka lama bgt smpe berhari2 :( kemarin sy isi kuota lewat apk myim3 tp gagal, saldo sudah Terpotong. Gimana ga bingung ya. mau isi kuota lagi takut nnti kuotanya jadi terisi, masa double kn sayang, mau di tunggu tapi lama. Eh taunya sm im3 mau di balikin lewat pulsa. Pulsa klo ga langsung di paketin nnt terpotong tnp qt sadari. Mau nunggu pulsa d kirim juga lama.",18/01/2024 01:09,2
kharisma aji pangestu,Babi di beliin roaming malah g fungsi sinyal lemot kek asu,15/01/2024 04:21,1
Kepo Luh,mohon maaf samggat kecewa karena sinyal selalu tidak setabil,16/01/2024 13:29,1
Oot Komalasari,Bonusnya sedikit,17/01/2024 11:42,5
Nurcholis Muhammad,Sinyal sangar buruk untuk bermain game online. Jumpibg sangat besar hingga 234ms. Mohon diperbaiki,30/01/2024 14:01,1
Muhamad Hari,udh mahal sinyal nya jelek meskipun di kota semoga aja bangkrut kontool,17/01/2024 15:55,1
Remon Samuel,Sangat bermanfaat,22/01/2024 04:03,4
Feri Ular,baik,15/01/2024 00:00,5
fahru Sasmita,baik,26/01/2024 15:32,5
Yunita Oppo,mantap,21/01/2024 15:35,4
JAMALUDDIN ABDULLAH FIKRI,"Aplikasinya gimana sih kok sering keluar sendiri,suruh masukin nomer lagi harus berapa kali emang mau masukin nomer hadehh????",15/01/2024 12:54,1
khairun hanannu,"Blm beli data,kok pulsaku terpotong ?",28/01/2024 12:43,1
Zall Rizal,Tidak bisa tukar impoin,29/01/2024 11:33,1
Khumaira,suka kalo dapat kuota gratis kadang hehe,31/01/2024 12:34,5
Tina Susilawati,"Buset daaah di update jadi makin jelek, bukan nya malah bagus.",15/01/2024 05:36,1
Animers,"Lu kalau nagsih sinyal tu yang bener woiii, gua dah ngeluarin duit buat beli kuota lu tapi lu malah ngasih sinyal macam taii, benerin sinyal lu taii",29/01/2024 07:49,1
rio liu,ok,31/01/2024 04:40,5
gika setiawan,jaringan lemot,16/01/2024 20:05,1
D Wex,baik,30/01/2024 11:41,5
Sayang Komalasari,ok,22/01/2024 15:17,5
Astri Aatri,bagus,23/01/2024 14:03,5
Sapat Laki,"Jaringan data nya bsa putus2 ,, pakitan nya sekali beli langsung d ubah pas beli k dua kali nya/lebih mahal ????kek taii im3",26/01/2024 04:46,1
Sinta Yunida,Goodjob,25/01/2024 04:58,5
Satria Wibawa,gak boleh ada yg beli kartu M3 gays gak ada guna internet sering GK bisa di pake pdhal sinyal ada,26/01/2024 12:58,1
Ratu Batika,Ok,17/01/2024 10:22,5
Erton ayu,mantap,11/01/2024 04:34,5
DIVI,kacau baru kejadian tadi masa beli paket yang 50gb 100 rb pas tadi sore cek masih ada 25gb tbtb malem saya cek lagi di ganti otomatis paket yellow 1 gb mana harus bayar 5950 padahal ga mencet apa dan ga ada penawaran yang saya OK kan gmna ini Indosat,25/01/2024 16:52,3
Sho Loon,terbaik,30/01/2024 14:51,5
Ivan Fauzi,Sinyal gajelas gangguan trs,28/01/2024 14:21,1
RezaApa I,"makin kesini makin ancur aja sinyal, semenjak merge ama 3",18/01/2024 02:02,1
Erwan Fahmi,Jaringan sangat buruk,29/01/2024 06:01,1
Iis Aisah,Di update malah makin kocak,13/01/2024 07:58,1
Zaelani Yusuf,ok,29/01/2024 05:46,5
Muhammad Fawez Pangestu,"Jaringan jelek banget, hilang sinyal sampe sejaman, padahal lagi nugas deadline (26-01-24), mohon diperbaiki lagi sistemnya. Setiap awal bulan, isi pulsa lancar, bagian beli kuota sering gagal mulu, bikin naik darah. Pelayanannya sangat kurang.",26/01/2024 13:40,1
Topan Tuyul,bagus dan menarik sekali semua orang tidak mungkin tau tombol ini kecuali aku,21/01/2024 00:45,2
Zans Zappata,Lagi dibutuh butuhinnya malah jelek mulu jaringannya.,26/01/2024 13:48,1
BOHEL_chanel TV,Jaringan jelek,26/01/2024 12:55,1
Jajang ole,jaringan internet jelek malah pernah seharian sinyal na nya silang harap d perbaiki,12/01/2024 00:34,3
Frans Alexander Pandiangan,"Sudah diupdate, cache aplikasi juga sudah dihapus, tapi setiap dibuka selalu gabisa (ppps this is unexpected error)",20/01/2024 01:29,1
Zaki Elba,ini gimana kok trouble teruss yang parah malah gabisa.beli kuota padahal aku pengguna Indosat udah tiga tahun yaampunnnn mohon di perbaiki,29/01/2024 07:04,2
maulana cece,sangat membantu,15/01/2024 12:17,5
riska ariska,Kenapa setelah di update tampilannya malah membingungkan Makin mahal internet nya suka gangguan Kayanya bakalan pindah ini Indosat gmn,13/01/2024 04:14,3
Night Changes,internet nya agak agak boros,12/01/2024 23:21,1
Abu Bakar Al Manaf,"Asli semakin diupdate semakin sering ilang sinyalnya, kecewa udah langganan lama malah semakin diupdate semakin ga jelas ?????? solusi bagi kalian yg hilang jaringan mending ganti kartu jangan pakai indosat(im3) lagi",11/01/2024 05:55,1
Tika Kartika,"*GANGGUAN MULUUU SIHH IM3, SANGAT MENGGANGGU SEKALI,, KUOTA MAKIN MAHAL , SINYAL MAKIN SANGAT SANGAT BURUK,",26/01/2024 14:11,1
Faisal,Saya beli Kouta tapi impoinnya gak masuk masuk,21/01/2024 00:36,2
Agil tri pangestu,Gausah maen ambil pulsa orang setan,26/01/2024 10:07,1
Riep ID,"11,12 ama telkom nihh makin mahal makin jelek jaringannya.",11/01/2024 12:01,1
Abde Rahmat,bagus banget,19/01/2024 00:09,5
Edrus Santoso,sinyal kurang bagus,24/01/2024 09:33,4
Wawan Naufal,top,27/01/2024 09:28,5
Mimin Mintarsih,sangat bagus,15/01/2024 09:31,5
saepullah ipul,baik,24/01/2024 07:52,5
Dita Lismiarti,sangat baik,27/01/2024 06:12,5
Lem Pok,Pulsa gua kesedot mulu padahal gua ga pernah ngutang pulsa di oprator,10/01/2024 15:59,1
fauzan khanza,Sejak kantor semarang kebakaran...sinyal Indosat di no saya hilang..dan g ada perbaikan.udah di belikan kuota tp tetap.sja g bisa on..,19/01/2024 08:02,1
Hokem 123,sangat baik,10/01/2024 03:00,5
NB projeck,Sinyal M3 kenapa sekarang ilang ilangan terus njirr,16/01/2024 11:25,1
Andiikhram03 15,lumayan,16/01/2024 04:47,1
Baam Lan putra,bagus tolol yg gak donlot,29/01/2024 06:18,5
Nyimas Oktarina,tolong diperbaiki transferan pulsa nomor baru bisa langsung buat TF,31/01/2024 22:32,1
syafi mitos,Hampir tiap hari gangguannnya,11/01/2024 09:50,1
Ismail bahtiar,Indosat ngelleg sinyal full tapi Masi ngelleg tolong diganti jangan Indosat Indomaret aja,24/01/2024 17:15,1
Dy Babayo,Buruk ??,20/01/2024 10:02,1
Safarudin N,mahal juga seperti Telkomsel kalau bli paket internetpromo kurangtolong tidak smua planggan brkntong tebal,20/01/2024 05:56,3
Pengguna Google,"Jaringan jelek gangguan Mulu untuk Lampung Barat IM3 ANCUR, GANGGUAN MULU kartu paling gak niat ngasih jaringan",26/01/2024 12:50,1
Dwi Prasetyo,Pie mas kok ngelek sinyale????,17/01/2024 06:38,4
Anell Alyta,Jaringannya semakin menurun,26/01/2024 12:59,1
Sudiansyah Offcial,"Harga paket makin hari makin mahal aja,padahal jaringan jelek ,paket mahal klo jaringan bagus gpp.",30/01/2024 07:22,1
chanel anak,"ini knp sinyal m3, ko tiap habis magrib sinyal tidak ada, tolong di betulkan lg jaringannya Terima kasih, nanti sy kasih binta ful lg klo sinyal ya sdh stabil",26/01/2024 14:20,2
Zelloraa,Wkwkwk no gw di black list indira kali yak? Tiap buka indira di app my m3 gagal mulu??,17/01/2024 14:56,1
Nuranti,okeh,13/01/2024 14:59,5
Hairuddin Rudi,Ini knp jaringannya kacau begini gk paket tlp biasa gk bisa. Sangat buruk m3,26/01/2024 14:49,1
Juni Nandar,Benerin napa sinyal dah berapa taun gak masih aja sama kaya dulu mana peningkatan nya,30/01/2024 20:48,1
Reareo Crew,Indosat ini kurang kerjaan ya Masak tiap hari sms banyak banget Males jadinya,13/01/2024 06:09,2
Putra Sandina,Makin hari makin susah ini jaringan nya,19/01/2024 16:40,1
R Y Z,"sempat ada pesan ""Nomer anda tidak terdaftar sebagai nomor Indosat"" Tapi untungnya sudah kena lagi",26/01/2024 14:11,4
Huda Pokse,baik,18/01/2024 10:06,5
Aura Zahira,Baik saya suka,24/01/2024 15:26,4
Toni Wardono,sangat nice,25/01/2024 01:03,4
Eva,"Semakin di update aplikasi nya semakin ga bagus,saya baru ngisi paket 12 gb,tibaÂ² hilang begitu sajaa,loading nya terlalu lama,kadang ga konsisten,awalnya saya suka lama lama semakin di update semakin ga bagus,paket saya banyak hilang ntah kemana",22/01/2024 17:03,1
Chanty Silaban,saya suka alp ni,16/01/2024 05:38,5
muhammad 151,Sinyal qo gangguan tiap hari provider samp4h,29/01/2024 14:13,1
sugali arse,bagus,27/01/2024 19:01,5
Rian Prasetyo,Permainannya sangat menipu,12/01/2024 08:53,1
M Abdul Aziz,TRIMAKASIH,29/01/2024 14:28,5
Dol Ham,"Provider ampas, paket makin mahal koneksi makin sulit. Promo diganti2 ga jls",31/01/2024 23:01,1
Alim Bahtiar,"Ngestuck di logo trs, gk bisa masuk ke aplikasi",25/01/2024 13:19,1
Astri Dwi Amina,good,13/01/2024 13:26,5
Sueb Aliandi,sinyal Indosat penuh tapi datanya lelet gimana nih saya sebagai ojol sangat kecewa dengan sinyal yg akhir2 ini buruk apalagi pas waktu mendung... tolong di perbaiki secepatnya supaya sinyal stabil dan kenceng,11/01/2024 12:50,5
Hamba Allah,antapp,29/01/2024 07:55,1
surya surya,entah sampai kapan jaringn mu lelet trus.. udh bosen sma jaringn mu ga da benernya sma skli,20/01/2024 13:31,1
Hanifah At taufik,oke,15/01/2024 07:30,5
Syaefulloh 03,Saya beli pulsa 10rb pas Dateng pulsa nya 8600 saya punya utang kaga ke my Im3 kaga jelas anjeng,13/01/2024 08:35,1
Ade Kudus,"GOOD BYE IM3 ,,, kartu yang Kya zombie yg suka sedot pulsa secara tiba2 harga paketnya semakin mahal & kwalitas sinyal nya jelek yang kadang kadang sinya suka hilang secara tiba tiba . Beralih ke si Biru",30/01/2024 06:24,1
Nur Tajudin,senang amat puas apke im3,23/01/2024 10:53,5
eris yodansyah,"Aplikasi tidak bisa dibuka ! "" oops, this is unexpected """,12/01/2024 16:49,1
Mimin Marwah94,saya sangat suka bagus sekali layanan nya,24/01/2024 03:54,5
Deni Suntoro,Sinyal buruk. Kenapa trobel kok pas jam2 di butuhkan. Kalau gk niat mending di matikan sekalian. Sinyal kok trobel mulu.,26/01/2024 13:25,1
Adetya Sandy (sdn02waren),"Harga naik, sinyal sering hilang trus,, payah..",26/01/2024 14:01,1
Zahra Zahra,"Harga data elit , jaringan sulit, Indosat sampah ??",21/01/2024 06:23,1
arystatto212,uye,16/01/2024 12:23,5
Andre Supiani,Gak bisa di buka !,11/01/2024 12:57,1
DJAPAR ABAS,ok mantap,27/01/2024 11:37,5
Mukhammad Fatoni,mym3 sangat membantu dalam pembelian paket data maupun lihat jatuh tempo nya,25/01/2024 00:44,5
H U M A N,Pulsa selalu kesedot padahal kartunya ga di pake paketan atau apapun??,12/01/2024 07:06,1
moh anwar,Jaringan udah dua hari di Sunter gak kluar 4g,21/01/2024 09:06,1
Bayu Kusuma,Mantap dan keren,24/01/2024 13:22,5
Vallent Romero,"apk kaga jelas ""terjadi kesalahan nomer ini sudah berlangganan di paket lain"" padahal ga berlangganan apapun loding lama banyak bug",20/01/2024 12:37,1
Mimo Handcraft Collection,harga data terjangkau,20/01/2024 15:10,5
dede amaliapertiwi,daftar kios blom bisa min,23/01/2024 01:09,4
Zaki Farhan418,Pepek manaa pulsaaa kuuu.... Aku beruu belikk semalamm ... 10 rb tinggal 2 rb kemanaa pulsaaa nyaa nggak adak di pakek niatt nyaa mau belikk paket dari situu malahh hilanggg #sama ajj kayak telkomsel kauu gak ada buang nyaa soall nyurik pulsaa,22/01/2024 23:58,1
Herman Bae,bagi saya paket gratis,25/01/2024 06:24,5
Ridho Suhada,warung ngarep,20/01/2024 06:38,5
Hendra Prabata,Jaringan nya jelek ????????,31/01/2024 07:51,1
Novitasari Shb,sangat bagus,18/01/2024 23:10,5
Si dul,sangat bagus,20/01/2024 08:38,5
Malik,Ndak bisa di buka,18/01/2024 12:49,1
Iis Wawat,oke,19/01/2024 10:27,5
Dwi Dhucha,memudahkan sekali . dan pembelian lebih murah melalui apk myIM3,18/01/2024 04:43,5
AZIL GAMING,Gak jls gak beli gak apa pulsanay ilang 3 jam doang udah mah 20rb lagi udah mahalÂ² lagi??????,17/01/2024 15:25,1
Udin Thambayonkz037,M3 sekarang kek taik sinyalnya tibaÂ² mati dendiri sinyalnya hadeh payah,29/01/2024 02:05,1
Rini Maysha,sip lah... masa aktif ga ada habisnya banyak bonusnya,20/01/2024 16:31,5
Hadi Atha,sinyal bagus,15/01/2024 05:09,5
Varo,"kebakaran ? pake nanya kalo ga ""G"" ya no bar, ribet mending ganti telkomsel. harga makin mahal, boros, ngelag pula aowkaowk",16/01/2024 15:24,1
Yuinles_ThaShaffana,ok,27/01/2024 10:52,5
Yati Pania,Di kemanain tempat masukin kode referal cuy,25/01/2024 12:56,1
Neni Marlin74,bagus,17/01/2024 14:52,5
j sama,Cuih,11/01/2024 10:39,1
Faozi Ramadahan,Kartu taek hujan doang ko ngeleg,25/01/2024 11:54,2
chevle bangor,Sinyal lemot,26/01/2024 13:27,1
Sartini,lumayan,15/01/2024 09:33,4
Tamy Ahmad,kuatin lage jaringan nya,27/01/2024 01:42,5
Imam,"Masih kalah sama myXL, ga ada proteksi kehilangan pulsa oleh layanan ga jelas,,, tau2 pulsa masih suka ilang, pdhal ga dipake ngapa2in. Semoga lebih baik kedepannya, jangan malu menambahkan fitur krna msh lebih baik trlmbat drpda ditinggal pelanggan setia. Tq...",16/01/2024 12:58,2
Fariz Rezpector,kenapa kalian menampilkan iklan kuota darurat pada pengguna yg masih punya paket aktif? dan jika tidak sengaja terpencet tidak ada konfirmasi paket langsung tergantikan. hangus kuota saya 45gb garaÂ² gak sengaja kepencet kuota darurat waktu hp masuk kantong belum kekunci,20/01/2024 04:17,1
Muhamad fauji Fauji,Sinyal jelek,21/01/2024 15:14,1
Stefanus Atmaja,"Gw udh muak ama m3, buat kalian semua jangam beli m3, gw kira sinyal bakal bagus karna harga naik ternyata malah makin buruk",26/01/2024 13:14,1
Mick Nellson,"Pelayanan sangat buruk aturan tidak jelas paket yg lebih besar di gantikan paket yg lebih kecil aturan macam apa itu,di update bukan nya mempermudah malah di persulit tidak ada menu berhenti paket, sekali berhenti paket data ilang semua payah ni makin gak jelas.Gw saranin Jan make IM3 atau lu akan rugi kaya gw paket datanya gk bisa di pakai,udah beli paket data 12 GB tibaÂ² ada notif di gantikan 700 MB ini faktor kesengajaan operator dengan pengsisian data darurat yellow padahal saya tidak minta.",20/01/2024 08:42,1
Jarco Quest,sangat tidak rekomen sebagai provider,28/01/2024 15:56,1
Boby Febrianto,Semoga gak ada lagi kaya update sebelumnya gak bisa dipake pas setelah update....,27/01/2024 15:29,4
Devana Febi,Harga paket terlalu mahal,28/01/2024 00:16,3
fardhan D'academiy,Sangat buruk tidak ada kode otp yang masuk di pesan padahal semua SMS masuk cuma SMS dari myim3 yang tidak masukÂ²,19/01/2024 00:32,1
Rossi,M3 sekrang jelek gada keterangan buat maketin kuota tau taunya di bagi2 .mahal lagi sekrang mah beli di m3 mending ganti kartu,16/01/2024 04:09,1
Ahmad Baharudin,B aja,10/01/2024 07:16,5
Doremi,Paket mkin mahal jaring gk stabil. Sprtinya mau berpaling ke yg lbi ramah di kantong....,25/01/2024 17:57,1
Ridwan Safangat,Gak jelas kasih pancat kuota tapi gak di kasih dapet dah abis banyak paketan tapi gak dapet2,14/01/2024 15:25,1
??MÃÃ FÂ????,Sesat baru di isi udah hilang aja. Padahal buat maen ML doang. Bukan masalah seberapanya. Sistem ya aja yang gak bener. Padahal mau memperpanjang masa kouta kok malah itu ilang.,16/01/2024 16:20,1
Anisa Sr,Woii bngst kuota gue masih ada 2gb terus beli lagi kuota kenapa kuota 2gb gua ilang anjinggg ganti rugi!,14/01/2024 10:25,1
cak Imin,"Saya pengguna pasca bayar lebih dari satu tahun berjalan, sayangnya makin kesini kualitas jaringan sekelas GPRS, sialllll nggak ada perbaikan sama sekali khan dancuk????????",29/01/2024 12:40,1
Hadi Prayitno,"Terjadi lagi dan lagi jaringan m3 di daerah Cicadas Bandung sering terjadi gangguan,sudah dicoba on off tetap,mode pesawat sudah masih tetap jaringan gangguan,gimana ini haduh",26/01/2024 13:31,1
Ade Lomri,myIM3 is My solutions,18/01/2024 14:49,4
Miki 2024,jika Anda ingin bertanya apa kabar ayung ada kah wa ukin di kamu orang yang tidak bisa di kamu orang mana yang tidak bisa di,16/01/2024 06:09,5
Soleh Sahaja,"Aplikasi apa ini gak bisa dibuka,sudah diupdate dihapus lalu didownloud lagi tetap gak bisa dibuka.",20/01/2024 21:12,1
Fajar Adrian,Jaringan lemot banget,19/01/2024 09:32,1
Jd Jd,ok,28/01/2024 03:25,4
Ifatul Magfiroh,mantap,27/01/2024 22:11,5
lumatun naimah,top,15/01/2024 12:49,5
Nurman,bagus,16/01/2024 07:17,4
Ahmad Mawardi,"aplikasi baru di update sudah eror,Baru kali ini saya kecewa sama nih aplikasi",30/01/2024 07:52,1
Alpariji,bagus,17/01/2024 01:27,5
Ira Nurjanah,Mau paketin gagal terus apalagi yg promo gmna sih hadeuhh,22/01/2024 10:20,1
Az,"Dibuat susah aja..., Kalo emang kalian ingin memberi kami para user im3 gratis kuota jangan.. malah dibuat susah.. masih harus ini lah itulah biar dapet gratisannya.",11/01/2024 21:46,1
Hendro irmanto,"Jaringan suka eror n klau eror suka lma, harus d perbaiki 3 n m3",26/01/2024 14:05,1
Dani Kaize,"Saya terakhir menggunakan im3 tahun 2014, saya pindah ke si merah tsel karena im3 rutin setiap kamis dan Jum'at trouble, sekarang saya kembali menggunakan im3 berharap penyakit kamis Jumat hilang, ternyata sekian lama penyakit trouble di hari kamis Jumat masih ada, apa gak sanggup menggaji teknisi yang lebih baik apa teknisinya turun temurun gak ada rekrutmen karyawan baru,",27/01/2024 13:54,1
RAJENDRA channel,mantap,26/01/2024 06:04,5
Diana Sarean,tolong aplikasi ini hapus saja saya ga bisa nonton nge leg aplikasi ini tidak berfungsi mending XL,28/01/2024 09:17,1
Ahmad Sukra,ok,29/01/2024 11:12,5
Alam Syaputra,"Aduh kenapa ya tiba2 hilang sinyal, padahal quota nya ada",26/01/2024 12:40,1
Gunarso,Lelet,13/01/2024 09:13,1
Akun Game,Jaringan ga stabil,29/01/2024 14:48,2
Orang Manusia,Tolong la sinyal itu di benerin hampir tiap hari sinyal ilang ilang pdhal belakang rumah saya itu tower sinyal Indosat ngapa malah kek di hutan udh harga kuotanya mahal malah ngelek di benerin cuy sinyalnya.kita beli kuota kalian dapet untung sama sama untung gw bisa terhibur sama yang gw mainin di hp lu dapet uang klo kek gini trus buat apa tiap bulan kuota naik klo sinyal kek gini tambah parah,23/01/2024 14:26,1
Jennie Giandra,Mahal banget kalo gue kaya gak protes inimah beli pulsa 20k udah gak lakh mahal banget,19/01/2024 07:17,3
Fath_ OmOiZie,Tahun baru sinyal kenceng? Tahun baru sinyal tambah lemot? Harga Kouta di mahalin tapi koneksi di turunin lama lama males juga pake im3 Kalau costumer ngeluh bukanya di benerin malah di abaikan provider apaan sih ini gajelas banget sinyalnya busuk,10/01/2024 16:06,1
Kinza Hafiz rivandra,saya bru coba,10/01/2024 21:58,5
Sri Nurhayati,??,22/01/2024 03:55,5
Alfi Raihan H,Lah ini kenapa si m3 dari pagi gangguan seharian full,11/01/2024 11:11,1
Galaxy Water,Sangat buruk soalnya gua beli paket kena hapus lalu paket ya ngak bisa di gunakan,26/01/2024 15:00,1
Mantopani Rizal,baik,10/01/2024 20:51,5
zamigour_123,"Alah alah apk buriq, tai la kalau g niat buat sinyal gausah dibuat min Apk sering error padahal sinyal bagus, kadang juga sinyal suka E gada angin gada hujan Pfft, im3 pekok",26/01/2024 15:03,1
Ahmad Zia afnan faiz,baik,12/01/2024 23:24,5
Jack,"Promonya kemahalan, kuota cepat habis, paket unlimited sudah hilang,kuota masih ada terlalu cepet 3 hari expire, kecepatan internet lambat",21/01/2024 06:52,1
muhit kerabatt,woy sinyal gw ilang lagi narik .. daerah jaksel pasar minggu .. paket doang mahal lu .. gojek 3 juga pda ilang lucu,26/01/2024 12:57,1
Dimas Nopriansyah,bagus tapi leg sikit.leg sikit gak ngaruh,19/01/2024 15:30,5
Muhammad Arsyad,"Buruk banget sekarang aplikasinya makin lag aku lebih suka yang dulu daripada yang sekarang, huh sangat mengecewakan",24/01/2024 13:20,1
Bayu fajar yanuar,"Gimana si, buat nuker impoin aja ga bsa pdhl lgi darurat",17/01/2024 13:28,1
Maulana Oke,sangat membantu sekali,23/01/2024 15:11,4
Faisal Simatupang,sangat membantu saya dalam halengerjakan tugas sekola dah tidak ad koneksi buruk,20/01/2024 18:52,5
Ade Yana,Buruk kalau buka aplikasi nya eror kaya gaada kuota nyah padahal ada 10gb lagi ah mending pindah ajah ke apk lain,18/01/2024 13:25,1
DRAW 354,baik,19/01/2024 10:20,4
Arul Gondrong,Pulsaku gak bisa netap ketika dwonloud apk ini.. Tolong perbaiki,26/01/2024 10:28,1
okong 123,ma ntap,24/01/2024 05:02,5
Ega Dinar,Knapa naik dah harganya haduhhh,21/01/2024 02:48,3
